请求大小	分配大小	小块内存碎片率	页内存内部碎片率	分配页个数
220190	229376	4.00%	0.00%	56
220191	229376	4.00%	0.00%	56
220192	229376	4.00%	0.00%	56
220193	229376	4.00%	0.00%	56
220194	229376	4.00%	0.00%	56
220195	229376	4.00%	0.00%	56
220196	229376	4.00%	0.00%	56
220197	229376	4.00%	0.00%	56
220198	229376	4.00%	0.00%	56
220199	229376	4.00%	0.00%	56
220200	229376	4.00%	0.00%	56
220201	229376	4.00%	0.00%	56
220202	229376	4.00%	0.00%	56
220203	229376	4.00%	0.00%	56
220204	229376	4.00%	0.00%	56
220205	229376	4.00%	0.00%	56
220206	229376	4.00%	0.00%	56
220207	229376	4.00%	0.00%	56
220208	229376	4.00%	0.00%	56
220209	229376	4.00%	0.00%	56
220210	229376	4.00%	0.00%	56
220211	229376	4.00%	0.00%	56
220212	229376	4.00%	0.00%	56
220213	229376	3.99%	0.00%	56
220214	229376	3.99%	0.00%	56
220215	229376	3.99%	0.00%	56
220216	229376	3.99%	0.00%	56
220217	229376	3.99%	0.00%	56
220218	229376	3.99%	0.00%	56
220219	229376	3.99%	0.00%	56
220220	229376	3.99%	0.00%	56
220221	229376	3.99%	0.00%	56
220222	229376	3.99%	0.00%	56
220223	229376	3.99%	0.00%	56
220224	229376	3.99%	0.00%	56
220225	229376	3.99%	0.00%	56
220226	229376	3.99%	0.00%	56
220227	229376	3.99%	0.00%	56
220228	229376	3.99%	0.00%	56
220229	229376	3.99%	0.00%	56
220230	229376	3.99%	0.00%	56
220231	229376	3.99%	0.00%	56
220232	229376	3.99%	0.00%	56
220233	229376	3.99%	0.00%	56
220234	229376	3.99%	0.00%	56
220235	229376	3.99%	0.00%	56
220236	229376	3.98%	0.00%	56
220237	229376	3.98%	0.00%	56
220238	229376	3.98%	0.00%	56
220239	229376	3.98%	0.00%	56
220240	229376	3.98%	0.00%	56
220241	229376	3.98%	0.00%	56
220242	229376	3.98%	0.00%	56
220243	229376	3.98%	0.00%	56
220244	229376	3.98%	0.00%	56
220245	229376	3.98%	0.00%	56
220246	229376	3.98%	0.00%	56
220247	229376	3.98%	0.00%	56
220248	229376	3.98%	0.00%	56
220249	229376	3.98%	0.00%	56
220250	229376	3.98%	0.00%	56
220251	229376	3.98%	0.00%	56
220252	229376	3.98%	0.00%	56
220253	229376	3.98%	0.00%	56
220254	229376	3.98%	0.00%	56
220255	229376	3.98%	0.00%	56
220256	229376	3.98%	0.00%	56
220257	229376	3.98%	0.00%	56
220258	229376	3.98%	0.00%	56
220259	229376	3.97%	0.00%	56
220260	229376	3.97%	0.00%	56
220261	229376	3.97%	0.00%	56
220262	229376	3.97%	0.00%	56
220263	229376	3.97%	0.00%	56
220264	229376	3.97%	0.00%	56
220265	229376	3.97%	0.00%	56
220266	229376	3.97%	0.00%	56
220267	229376	3.97%	0.00%	56
220268	229376	3.97%	0.00%	56
220269	229376	3.97%	0.00%	56
220270	229376	3.97%	0.00%	56
220271	229376	3.97%	0.00%	56
220272	229376	3.97%	0.00%	56
220273	229376	3.97%	0.00%	56
220274	229376	3.97%	0.00%	56
220275	229376	3.97%	0.00%	56
220276	229376	3.97%	0.00%	56
220277	229376	3.97%	0.00%	56
220278	229376	3.97%	0.00%	56
220279	229376	3.97%	0.00%	56
220280	229376	3.97%	0.00%	56
220281	229376	3.97%	0.00%	56
220282	229376	3.96%	0.00%	56
220283	229376	3.96%	0.00%	56
220284	229376	3.96%	0.00%	56
220285	229376	3.96%	0.00%	56
220286	229376	3.96%	0.00%	56
220287	229376	3.96%	0.00%	56
220288	229376	3.96%	0.00%	56
220289	229376	3.96%	0.00%	56
220290	229376	3.96%	0.00%	56
220291	229376	3.96%	0.00%	56
220292	229376	3.96%	0.00%	56
220293	229376	3.96%	0.00%	56
220294	229376	3.96%	0.00%	56
220295	229376	3.96%	0.00%	56
220296	229376	3.96%	0.00%	56
220297	229376	3.96%	0.00%	56
220298	229376	3.96%	0.00%	56
220299	229376	3.96%	0.00%	56
220300	229376	3.96%	0.00%	56
220301	229376	3.96%	0.00%	56
220302	229376	3.96%	0.00%	56
220303	229376	3.96%	0.00%	56
220304	229376	3.96%	0.00%	56
220305	229376	3.95%	0.00%	56
220306	229376	3.95%	0.00%	56
220307	229376	3.95%	0.00%	56
220308	229376	3.95%	0.00%	56
220309	229376	3.95%	0.00%	56
220310	229376	3.95%	0.00%	56
220311	229376	3.95%	0.00%	56
220312	229376	3.95%	0.00%	56
220313	229376	3.95%	0.00%	56
220314	229376	3.95%	0.00%	56
220315	229376	3.95%	0.00%	56
220316	229376	3.95%	0.00%	56
220317	229376	3.95%	0.00%	56
220318	229376	3.95%	0.00%	56
220319	229376	3.95%	0.00%	56
220320	229376	3.95%	0.00%	56
220321	229376	3.95%	0.00%	56
220322	229376	3.95%	0.00%	56
220323	229376	3.95%	0.00%	56
220324	229376	3.95%	0.00%	56
220325	229376	3.95%	0.00%	56
220326	229376	3.95%	0.00%	56
220327	229376	3.95%	0.00%	56
220328	229376	3.94%	0.00%	56
220329	229376	3.94%	0.00%	56
220330	229376	3.94%	0.00%	56
220331	229376	3.94%	0.00%	56
220332	229376	3.94%	0.00%	56
220333	229376	3.94%	0.00%	56
220334	229376	3.94%	0.00%	56
220335	229376	3.94%	0.00%	56
220336	229376	3.94%	0.00%	56
220337	229376	3.94%	0.00%	56
220338	229376	3.94%	0.00%	56
220339	229376	3.94%	0.00%	56
220340	229376	3.94%	0.00%	56
220341	229376	3.94%	0.00%	56
220342	229376	3.94%	0.00%	56
220343	229376	3.94%	0.00%	56
220344	229376	3.94%	0.00%	56
220345	229376	3.94%	0.00%	56
220346	229376	3.94%	0.00%	56
220347	229376	3.94%	0.00%	56
220348	229376	3.94%	0.00%	56
220349	229376	3.94%	0.00%	56
220350	229376	3.94%	0.00%	56
220351	229376	3.93%	0.00%	56
220352	229376	3.93%	0.00%	56
220353	229376	3.93%	0.00%	56
220354	229376	3.93%	0.00%	56
220355	229376	3.93%	0.00%	56
220356	229376	3.93%	0.00%	56
220357	229376	3.93%	0.00%	56
220358	229376	3.93%	0.00%	56
220359	229376	3.93%	0.00%	56
220360	229376	3.93%	0.00%	56
220361	229376	3.93%	0.00%	56
220362	229376	3.93%	0.00%	56
220363	229376	3.93%	0.00%	56
220364	229376	3.93%	0.00%	56
220365	229376	3.93%	0.00%	56
220366	229376	3.93%	0.00%	56
220367	229376	3.93%	0.00%	56
220368	229376	3.93%	0.00%	56
220369	229376	3.93%	0.00%	56
220370	229376	3.93%	0.00%	56
220371	229376	3.93%	0.00%	56
220372	229376	3.93%	0.00%	56
220373	229376	3.92%	0.00%	56
220374	229376	3.92%	0.00%	56
220375	229376	3.92%	0.00%	56
220376	229376	3.92%	0.00%	56
220377	229376	3.92%	0.00%	56
220378	229376	3.92%	0.00%	56
220379	229376	3.92%	0.00%	56
220380	229376	3.92%	0.00%	56
220381	229376	3.92%	0.00%	56
220382	229376	3.92%	0.00%	56
220383	229376	3.92%	0.00%	56
220384	229376	3.92%	0.00%	56
220385	229376	3.92%	0.00%	56
220386	229376	3.92%	0.00%	56
220387	229376	3.92%	0.00%	56
220388	229376	3.92%	0.00%	56
220389	229376	3.92%	0.00%	56
220390	229376	3.92%	0.00%	56
220391	229376	3.92%	0.00%	56
220392	229376	3.92%	0.00%	56
220393	229376	3.92%	0.00%	56
220394	229376	3.92%	0.00%	56
220395	229376	3.92%	0.00%	56
220396	229376	3.91%	0.00%	56
220397	229376	3.91%	0.00%	56
220398	229376	3.91%	0.00%	56
220399	229376	3.91%	0.00%	56
220400	229376	3.91%	0.00%	56
220401	229376	3.91%	0.00%	56
220402	229376	3.91%	0.00%	56
220403	229376	3.91%	0.00%	56
220404	229376	3.91%	0.00%	56
220405	229376	3.91%	0.00%	56
220406	229376	3.91%	0.00%	56
220407	229376	3.91%	0.00%	56
220408	229376	3.91%	0.00%	56
220409	229376	3.91%	0.00%	56
220410	229376	3.91%	0.00%	56
220411	229376	3.91%	0.00%	56
220412	229376	3.91%	0.00%	56
220413	229376	3.91%	0.00%	56
220414	229376	3.91%	0.00%	56
220415	229376	3.91%	0.00%	56
220416	229376	3.91%	0.00%	56
220417	229376	3.91%	0.00%	56
220418	229376	3.91%	0.00%	56
220419	229376	3.90%	0.00%	56
220420	229376	3.90%	0.00%	56
220421	229376	3.90%	0.00%	56
220422	229376	3.90%	0.00%	56
220423	229376	3.90%	0.00%	56
220424	229376	3.90%	0.00%	56
220425	229376	3.90%	0.00%	56
220426	229376	3.90%	0.00%	56
220427	229376	3.90%	0.00%	56
220428	229376	3.90%	0.00%	56
220429	229376	3.90%	0.00%	56
220430	229376	3.90%	0.00%	56
220431	229376	3.90%	0.00%	56
220432	229376	3.90%	0.00%	56
220433	229376	3.90%	0.00%	56
220434	229376	3.90%	0.00%	56
220435	229376	3.90%	0.00%	56
220436	229376	3.90%	0.00%	56
220437	229376	3.90%	0.00%	56
220438	229376	3.90%	0.00%	56
220439	229376	3.90%	0.00%	56
220440	229376	3.90%	0.00%	56
220441	229376	3.90%	0.00%	56
220442	229376	3.89%	0.00%	56
220443	229376	3.89%	0.00%	56
220444	229376	3.89%	0.00%	56
220445	229376	3.89%	0.00%	56
220446	229376	3.89%	0.00%	56
220447	229376	3.89%	0.00%	56
220448	229376	3.89%	0.00%	56
220449	229376	3.89%	0.00%	56
220450	229376	3.89%	0.00%	56
220451	229376	3.89%	0.00%	56
220452	229376	3.89%	0.00%	56
220453	229376	3.89%	0.00%	56
220454	229376	3.89%	0.00%	56
220455	229376	3.89%	0.00%	56
220456	229376	3.89%	0.00%	56
220457	229376	3.89%	0.00%	56
220458	229376	3.89%	0.00%	56
220459	229376	3.89%	0.00%	56
220460	229376	3.89%	0.00%	56
220461	229376	3.89%	0.00%	56
220462	229376	3.89%	0.00%	56
220463	229376	3.89%	0.00%	56
220464	229376	3.89%	0.00%	56
220465	229376	3.88%	0.00%	56
220466	229376	3.88%	0.00%	56
220467	229376	3.88%	0.00%	56
220468	229376	3.88%	0.00%	56
220469	229376	3.88%	0.00%	56
220470	229376	3.88%	0.00%	56
220471	229376	3.88%	0.00%	56
220472	229376	3.88%	0.00%	56
220473	229376	3.88%	0.00%	56
220474	229376	3.88%	0.00%	56
220475	229376	3.88%	0.00%	56
220476	229376	3.88%	0.00%	56
220477	229376	3.88%	0.00%	56
220478	229376	3.88%	0.00%	56
220479	229376	3.88%	0.00%	56
220480	229376	3.88%	0.00%	56
220481	229376	3.88%	0.00%	56
220482	229376	3.88%	0.00%	56
220483	229376	3.88%	0.00%	56
220484	229376	3.88%	0.00%	56
220485	229376	3.88%	0.00%	56
220486	229376	3.88%	0.00%	56
220487	229376	3.88%	0.00%	56
220488	229376	3.87%	0.00%	56
220489	229376	3.87%	0.00%	56
220490	229376	3.87%	0.00%	56
220491	229376	3.87%	0.00%	56
220492	229376	3.87%	0.00%	56
220493	229376	3.87%	0.00%	56
220494	229376	3.87%	0.00%	56
220495	229376	3.87%	0.00%	56
220496	229376	3.87%	0.00%	56
220497	229376	3.87%	0.00%	56
220498	229376	3.87%	0.00%	56
220499	229376	3.87%	0.00%	56
220500	229376	3.87%	0.00%	56
220501	229376	3.87%	0.00%	56
220502	229376	3.87%	0.00%	56
220503	229376	3.87%	0.00%	56
220504	229376	3.87%	0.00%	56
220505	229376	3.87%	0.00%	56
220506	229376	3.87%	0.00%	56
220507	229376	3.87%	0.00%	56
220508	229376	3.87%	0.00%	56
220509	229376	3.87%	0.00%	56
220510	229376	3.87%	0.00%	56
220511	229376	3.86%	0.00%	56
220512	229376	3.86%	0.00%	56
220513	229376	3.86%	0.00%	56
220514	229376	3.86%	0.00%	56
220515	229376	3.86%	0.00%	56
220516	229376	3.86%	0.00%	56
220517	229376	3.86%	0.00%	56
220518	229376	3.86%	0.00%	56
220519	229376	3.86%	0.00%	56
220520	229376	3.86%	0.00%	56
220521	229376	3.86%	0.00%	56
220522	229376	3.86%	0.00%	56
220523	229376	3.86%	0.00%	56
220524	229376	3.86%	0.00%	56
220525	229376	3.86%	0.00%	56
220526	229376	3.86%	0.00%	56
220527	229376	3.86%	0.00%	56
220528	229376	3.86%	0.00%	56
220529	229376	3.86%	0.00%	56
220530	229376	3.86%	0.00%	56
220531	229376	3.86%	0.00%	56
220532	229376	3.86%	0.00%	56
220533	229376	3.86%	0.00%	56
220534	229376	3.85%	0.00%	56
220535	229376	3.85%	0.00%	56
220536	229376	3.85%	0.00%	56
220537	229376	3.85%	0.00%	56
220538	229376	3.85%	0.00%	56
220539	229376	3.85%	0.00%	56
220540	229376	3.85%	0.00%	56
220541	229376	3.85%	0.00%	56
220542	229376	3.85%	0.00%	56
220543	229376	3.85%	0.00%	56
220544	229376	3.85%	0.00%	56
220545	229376	3.85%	0.00%	56
220546	229376	3.85%	0.00%	56
220547	229376	3.85%	0.00%	56
220548	229376	3.85%	0.00%	56
220549	229376	3.85%	0.00%	56
220550	229376	3.85%	0.00%	56
220551	229376	3.85%	0.00%	56
220552	229376	3.85%	0.00%	56
220553	229376	3.85%	0.00%	56
220554	229376	3.85%	0.00%	56
220555	229376	3.85%	0.00%	56
220556	229376	3.85%	0.00%	56
220557	229376	3.84%	0.00%	56
220558	229376	3.84%	0.00%	56
220559	229376	3.84%	0.00%	56
220560	229376	3.84%	0.00%	56
220561	229376	3.84%	0.00%	56
220562	229376	3.84%	0.00%	56
220563	229376	3.84%	0.00%	56
220564	229376	3.84%	0.00%	56
220565	229376	3.84%	0.00%	56
220566	229376	3.84%	0.00%	56
220567	229376	3.84%	0.00%	56
220568	229376	3.84%	0.00%	56
220569	229376	3.84%	0.00%	56
220570	229376	3.84%	0.00%	56
220571	229376	3.84%	0.00%	56
220572	229376	3.84%	0.00%	56
220573	229376	3.84%	0.00%	56
220574	229376	3.84%	0.00%	56
220575	229376	3.84%	0.00%	56
220576	229376	3.84%	0.00%	56
220577	229376	3.84%	0.00%	56
220578	229376	3.84%	0.00%	56
220579	229376	3.84%	0.00%	56
220580	229376	3.83%	0.00%	56
220581	229376	3.83%	0.00%	56
220582	229376	3.83%	0.00%	56
220583	229376	3.83%	0.00%	56
220584	229376	3.83%	0.00%	56
220585	229376	3.83%	0.00%	56
220586	229376	3.83%	0.00%	56
220587	229376	3.83%	0.00%	56
220588	229376	3.83%	0.00%	56
220589	229376	3.83%	0.00%	56
220590	229376	3.83%	0.00%	56
220591	229376	3.83%	0.00%	56
220592	229376	3.83%	0.00%	56
220593	229376	3.83%	0.00%	56
220594	229376	3.83%	0.00%	56
220595	229376	3.83%	0.00%	56
220596	229376	3.83%	0.00%	56
220597	229376	3.83%	0.00%	56
220598	229376	3.83%	0.00%	56
220599	229376	3.83%	0.00%	56
220600	229376	3.83%	0.00%	56
220601	229376	3.83%	0.00%	56
220602	229376	3.83%	0.00%	56
220603	229376	3.82%	0.00%	56
220604	229376	3.82%	0.00%	56
220605	229376	3.82%	0.00%	56
220606	229376	3.82%	0.00%	56
220607	229376	3.82%	0.00%	56
220608	229376	3.82%	0.00%	56
220609	229376	3.82%	0.00%	56
220610	229376	3.82%	0.00%	56
220611	229376	3.82%	0.00%	56
220612	229376	3.82%	0.00%	56
220613	229376	3.82%	0.00%	56
220614	229376	3.82%	0.00%	56
220615	229376	3.82%	0.00%	56
220616	229376	3.82%	0.00%	56
220617	229376	3.82%	0.00%	56
220618	229376	3.82%	0.00%	56
220619	229376	3.82%	0.00%	56
220620	229376	3.82%	0.00%	56
220621	229376	3.82%	0.00%	56
220622	229376	3.82%	0.00%	56
220623	229376	3.82%	0.00%	56
220624	229376	3.82%	0.00%	56
220625	229376	3.82%	0.00%	56
220626	229376	3.81%	0.00%	56
220627	229376	3.81%	0.00%	56
220628	229376	3.81%	0.00%	56
220629	229376	3.81%	0.00%	56
220630	229376	3.81%	0.00%	56
220631	229376	3.81%	0.00%	56
220632	229376	3.81%	0.00%	56
220633	229376	3.81%	0.00%	56
220634	229376	3.81%	0.00%	56
220635	229376	3.81%	0.00%	56
220636	229376	3.81%	0.00%	56
220637	229376	3.81%	0.00%	56
220638	229376	3.81%	0.00%	56
220639	229376	3.81%	0.00%	56
220640	229376	3.81%	0.00%	56
220641	229376	3.81%	0.00%	56
220642	229376	3.81%	0.00%	56
220643	229376	3.81%	0.00%	56
220644	229376	3.81%	0.00%	56
220645	229376	3.81%	0.00%	56
220646	229376	3.81%	0.00%	56
220647	229376	3.81%	0.00%	56
220648	229376	3.81%	0.00%	56
220649	229376	3.80%	0.00%	56
220650	229376	3.80%	0.00%	56
220651	229376	3.80%	0.00%	56
220652	229376	3.80%	0.00%	56
220653	229376	3.80%	0.00%	56
220654	229376	3.80%	0.00%	56
220655	229376	3.80%	0.00%	56
220656	229376	3.80%	0.00%	56
220657	229376	3.80%	0.00%	56
220658	229376	3.80%	0.00%	56
220659	229376	3.80%	0.00%	56
220660	229376	3.80%	0.00%	56
220661	229376	3.80%	0.00%	56
220662	229376	3.80%	0.00%	56
220663	229376	3.80%	0.00%	56
220664	229376	3.80%	0.00%	56
220665	229376	3.80%	0.00%	56
220666	229376	3.80%	0.00%	56
220667	229376	3.80%	0.00%	56
220668	229376	3.80%	0.00%	56
220669	229376	3.80%	0.00%	56
220670	229376	3.80%	0.00%	56
220671	229376	3.80%	0.00%	56
220672	229376	3.79%	0.00%	56
220673	229376	3.79%	0.00%	56
220674	229376	3.79%	0.00%	56
220675	229376	3.79%	0.00%	56
220676	229376	3.79%	0.00%	56
220677	229376	3.79%	0.00%	56
220678	229376	3.79%	0.00%	56
220679	229376	3.79%	0.00%	56
220680	229376	3.79%	0.00%	56
220681	229376	3.79%	0.00%	56
220682	229376	3.79%	0.00%	56
220683	229376	3.79%	0.00%	56
220684	229376	3.79%	0.00%	56
220685	229376	3.79%	0.00%	56
220686	229376	3.79%	0.00%	56
220687	229376	3.79%	0.00%	56
220688	229376	3.79%	0.00%	56
220689	229376	3.79%	0.00%	56
220690	229376	3.79%	0.00%	56
220691	229376	3.79%	0.00%	56
220692	229376	3.79%	0.00%	56
220693	229376	3.79%	0.00%	56
220694	229376	3.79%	0.00%	56
220695	229376	3.78%	0.00%	56
220696	229376	3.78%	0.00%	56
220697	229376	3.78%	0.00%	56
220698	229376	3.78%	0.00%	56
220699	229376	3.78%	0.00%	56
220700	229376	3.78%	0.00%	56
220701	229376	3.78%	0.00%	56
220702	229376	3.78%	0.00%	56
220703	229376	3.78%	0.00%	56
220704	229376	3.78%	0.00%	56
220705	229376	3.78%	0.00%	56
220706	229376	3.78%	0.00%	56
220707	229376	3.78%	0.00%	56
220708	229376	3.78%	0.00%	56
220709	229376	3.78%	0.00%	56
220710	229376	3.78%	0.00%	56
220711	229376	3.78%	0.00%	56
220712	229376	3.78%	0.00%	56
220713	229376	3.78%	0.00%	56
220714	229376	3.78%	0.00%	56
220715	229376	3.78%	0.00%	56
220716	229376	3.78%	0.00%	56
220717	229376	3.78%	0.00%	56
220718	229376	3.77%	0.00%	56
220719	229376	3.77%	0.00%	56
220720	229376	3.77%	0.00%	56
220721	229376	3.77%	0.00%	56
220722	229376	3.77%	0.00%	56
220723	229376	3.77%	0.00%	56
220724	229376	3.77%	0.00%	56
220725	229376	3.77%	0.00%	56
220726	229376	3.77%	0.00%	56
220727	229376	3.77%	0.00%	56
220728	229376	3.77%	0.00%	56
220729	229376	3.77%	0.00%	56
220730	229376	3.77%	0.00%	56
220731	229376	3.77%	0.00%	56
220732	229376	3.77%	0.00%	56
220733	229376	3.77%	0.00%	56
220734	229376	3.77%	0.00%	56
220735	229376	3.77%	0.00%	56
220736	229376	3.77%	0.00%	56
220737	229376	3.77%	0.00%	56
220738	229376	3.77%	0.00%	56
220739	229376	3.77%	0.00%	56
220740	229376	3.76%	0.00%	56
220741	229376	3.76%	0.00%	56
220742	229376	3.76%	0.00%	56
220743	229376	3.76%	0.00%	56
220744	229376	3.76%	0.00%	56
220745	229376	3.76%	0.00%	56
220746	229376	3.76%	0.00%	56
220747	229376	3.76%	0.00%	56
220748	229376	3.76%	0.00%	56
220749	229376	3.76%	0.00%	56
220750	229376	3.76%	0.00%	56
220751	229376	3.76%	0.00%	56
220752	229376	3.76%	0.00%	56
220753	229376	3.76%	0.00%	56
220754	229376	3.76%	0.00%	56
220755	229376	3.76%	0.00%	56
220756	229376	3.76%	0.00%	56
220757	229376	3.76%	0.00%	56
220758	229376	3.76%	0.00%	56
220759	229376	3.76%	0.00%	56
220760	229376	3.76%	0.00%	56
220761	229376	3.76%	0.00%	56
220762	229376	3.76%	0.00%	56
220763	229376	3.75%	0.00%	56
220764	229376	3.75%	0.00%	56
220765	229376	3.75%	0.00%	56
220766	229376	3.75%	0.00%	56
220767	229376	3.75%	0.00%	56
220768	229376	3.75%	0.00%	56
220769	229376	3.75%	0.00%	56
220770	229376	3.75%	0.00%	56
220771	229376	3.75%	0.00%	56
220772	229376	3.75%	0.00%	56
220773	229376	3.75%	0.00%	56
220774	229376	3.75%	0.00%	56
220775	229376	3.75%	0.00%	56
220776	229376	3.75%	0.00%	56
220777	229376	3.75%	0.00%	56
220778	229376	3.75%	0.00%	56
220779	229376	3.75%	0.00%	56
220780	229376	3.75%	0.00%	56
220781	229376	3.75%	0.00%	56
220782	229376	3.75%	0.00%	56
220783	229376	3.75%	0.00%	56
220784	229376	3.75%	0.00%	56
220785	229376	3.75%	0.00%	56
220786	229376	3.74%	0.00%	56
220787	229376	3.74%	0.00%	56
220788	229376	3.74%	0.00%	56
220789	229376	3.74%	0.00%	56
220790	229376	3.74%	0.00%	56
220791	229376	3.74%	0.00%	56
220792	229376	3.74%	0.00%	56
220793	229376	3.74%	0.00%	56
220794	229376	3.74%	0.00%	56
220795	229376	3.74%	0.00%	56
220796	229376	3.74%	0.00%	56
220797	229376	3.74%	0.00%	56
220798	229376	3.74%	0.00%	56
220799	229376	3.74%	0.00%	56
220800	229376	3.74%	0.00%	56
220801	229376	3.74%	0.00%	56
220802	229376	3.74%	0.00%	56
220803	229376	3.74%	0.00%	56
220804	229376	3.74%	0.00%	56
220805	229376	3.74%	0.00%	56
220806	229376	3.74%	0.00%	56
220807	229376	3.74%	0.00%	56
220808	229376	3.74%	0.00%	56
220809	229376	3.73%	0.00%	56
220810	229376	3.73%	0.00%	56
220811	229376	3.73%	0.00%	56
220812	229376	3.73%	0.00%	56
220813	229376	3.73%	0.00%	56
220814	229376	3.73%	0.00%	56
220815	229376	3.73%	0.00%	56
220816	229376	3.73%	0.00%	56
220817	229376	3.73%	0.00%	56
220818	229376	3.73%	0.00%	56
220819	229376	3.73%	0.00%	56
220820	229376	3.73%	0.00%	56
220821	229376	3.73%	0.00%	56
220822	229376	3.73%	0.00%	56
220823	229376	3.73%	0.00%	56
220824	229376	3.73%	0.00%	56
220825	229376	3.73%	0.00%	56
220826	229376	3.73%	0.00%	56
220827	229376	3.73%	0.00%	56
220828	229376	3.73%	0.00%	56
220829	229376	3.73%	0.00%	56
220830	229376	3.73%	0.00%	56
220831	229376	3.73%	0.00%	56
220832	229376	3.72%	0.00%	56
220833	229376	3.72%	0.00%	56
220834	229376	3.72%	0.00%	56
220835	229376	3.72%	0.00%	56
220836	229376	3.72%	0.00%	56
220837	229376	3.72%	0.00%	56
220838	229376	3.72%	0.00%	56
220839	229376	3.72%	0.00%	56
220840	229376	3.72%	0.00%	56
220841	229376	3.72%	0.00%	56
220842	229376	3.72%	0.00%	56
220843	229376	3.72%	0.00%	56
220844	229376	3.72%	0.00%	56
220845	229376	3.72%	0.00%	56
220846	229376	3.72%	0.00%	56
220847	229376	3.72%	0.00%	56
220848	229376	3.72%	0.00%	56
220849	229376	3.72%	0.00%	56
220850	229376	3.72%	0.00%	56
220851	229376	3.72%	0.00%	56
220852	229376	3.72%	0.00%	56
220853	229376	3.72%	0.00%	56
220854	229376	3.72%	0.00%	56
220855	229376	3.71%	0.00%	56
220856	229376	3.71%	0.00%	56
220857	229376	3.71%	0.00%	56
220858	229376	3.71%	0.00%	56
220859	229376	3.71%	0.00%	56
220860	229376	3.71%	0.00%	56
220861	229376	3.71%	0.00%	56
220862	229376	3.71%	0.00%	56
220863	229376	3.71%	0.00%	56
220864	229376	3.71%	0.00%	56
220865	229376	3.71%	0.00%	56
220866	229376	3.71%	0.00%	56
220867	229376	3.71%	0.00%	56
220868	229376	3.71%	0.00%	56
220869	229376	3.71%	0.00%	56
220870	229376	3.71%	0.00%	56
220871	229376	3.71%	0.00%	56
220872	229376	3.71%	0.00%	56
220873	229376	3.71%	0.00%	56
220874	229376	3.71%	0.00%	56
220875	229376	3.71%	0.00%	56
220876	229376	3.71%	0.00%	56
220877	229376	3.71%	0.00%	56
220878	229376	3.70%	0.00%	56
220879	229376	3.70%	0.00%	56
220880	229376	3.70%	0.00%	56
220881	229376	3.70%	0.00%	56
220882	229376	3.70%	0.00%	56
220883	229376	3.70%	0.00%	56
220884	229376	3.70%	0.00%	56
220885	229376	3.70%	0.00%	56
220886	229376	3.70%	0.00%	56
220887	229376	3.70%	0.00%	56
220888	229376	3.70%	0.00%	56
220889	229376	3.70%	0.00%	56
220890	229376	3.70%	0.00%	56
220891	229376	3.70%	0.00%	56
220892	229376	3.70%	0.00%	56
220893	229376	3.70%	0.00%	56
220894	229376	3.70%	0.00%	56
220895	229376	3.70%	0.00%	56
220896	229376	3.70%	0.00%	56
220897	229376	3.70%	0.00%	56
220898	229376	3.70%	0.00%	56
220899	229376	3.70%	0.00%	56
220900	229376	3.70%	0.00%	56
220901	229376	3.69%	0.00%	56
220902	229376	3.69%	0.00%	56
220903	229376	3.69%	0.00%	56
220904	229376	3.69%	0.00%	56
220905	229376	3.69%	0.00%	56
220906	229376	3.69%	0.00%	56
220907	229376	3.69%	0.00%	56
220908	229376	3.69%	0.00%	56
220909	229376	3.69%	0.00%	56
220910	229376	3.69%	0.00%	56
220911	229376	3.69%	0.00%	56
220912	229376	3.69%	0.00%	56
220913	229376	3.69%	0.00%	56
220914	229376	3.69%	0.00%	56
220915	229376	3.69%	0.00%	56
220916	229376	3.69%	0.00%	56
220917	229376	3.69%	0.00%	56
220918	229376	3.69%	0.00%	56
220919	229376	3.69%	0.00%	56
220920	229376	3.69%	0.00%	56
220921	229376	3.69%	0.00%	56
220922	229376	3.69%	0.00%	56
220923	229376	3.69%	0.00%	56
220924	229376	3.68%	0.00%	56
220925	229376	3.68%	0.00%	56
220926	229376	3.68%	0.00%	56
220927	229376	3.68%	0.00%	56
220928	229376	3.68%	0.00%	56
220929	229376	3.68%	0.00%	56
220930	229376	3.68%	0.00%	56
220931	229376	3.68%	0.00%	56
220932	229376	3.68%	0.00%	56
220933	229376	3.68%	0.00%	56
220934	229376	3.68%	0.00%	56
220935	229376	3.68%	0.00%	56
220936	229376	3.68%	0.00%	56
220937	229376	3.68%	0.00%	56
220938	229376	3.68%	0.00%	56
220939	229376	3.68%	0.00%	56
220940	229376	3.68%	0.00%	56
220941	229376	3.68%	0.00%	56
220942	229376	3.68%	0.00%	56
220943	229376	3.68%	0.00%	56
220944	229376	3.68%	0.00%	56
220945	229376	3.68%	0.00%	56
220946	229376	3.68%	0.00%	56
220947	229376	3.67%	0.00%	56
220948	229376	3.67%	0.00%	56
220949	229376	3.67%	0.00%	56
220950	229376	3.67%	0.00%	56
220951	229376	3.67%	0.00%	56
220952	229376	3.67%	0.00%	56
220953	229376	3.67%	0.00%	56
220954	229376	3.67%	0.00%	56
220955	229376	3.67%	0.00%	56
220956	229376	3.67%	0.00%	56
220957	229376	3.67%	0.00%	56
220958	229376	3.67%	0.00%	56
220959	229376	3.67%	0.00%	56
220960	229376	3.67%	0.00%	56
220961	229376	3.67%	0.00%	56
220962	229376	3.67%	0.00%	56
220963	229376	3.67%	0.00%	56
220964	229376	3.67%	0.00%	56
